Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2015,2015,2015,4,0,1,Import,275,State of Palestine,PSE,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,,,851938,,,0
H4,2015,2015,2015,4,0,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,144747912,,5459413721,,,6
H4,2015,2015,2015,4,0,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,198697586,,6290988185,,,6
H4,2015,2015,2015,4,0,1,Import,288,Ghana,GHA,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,1210170,,4765050,,,0
H4,2015,2015,2015,4,0,2,Export,288,Ghana,GHA,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,28885,,107328,,,0
H4,2015,2015,2015,4,0,1,Import,296,Kiribati,KIR,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,,,2859293,,,4
H4,2015,2015,2015,4,0,2,Export,296,Kiribati,KIR,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",5,Number of items,2,,,,,,150,,,4
H4,2015,2015,2015,4,0,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,1489768,,16067862,,,0
H4,2015,2015,2015,4,0,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,563524,,5923625,,,0
H4,2015,2015,2015,4,0,1,Import,304,Greenland,GRL,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,6735,,158296,,,2
H4,2015,2015,2015,4,0,2,Export,304,Greenland,GRL,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,3,,387,,,2
H4,2015,2015,2015,4,0,1,Import,308,Grenada,GRD,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,45095,,591551,,,2
H4,2015,2015,2015,4,0,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,4169756,,29334027,,,0
H4,2015,2015,2015,4,0,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,24440,,227670,,,0
H4,2015,2015,2015,4,0,1,Import,324,Guinea,GIN,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,653236,,2434163,,,0
H4,2015,2015,2015,4,0,2,Export,324,Guinea,GIN,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,275415,,421078,,,0
H4,2015,2015,2015,4,0,1,Import,340,Honduras,HND,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,41654212,,278664369,,,0
H4,2015,2015,2015,4,0,2,Export,340,Honduras,HND,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,31562,,146461,,,0
H4,2015,2015,2015,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,,,13753720354,,,4
H4,2015,2015,2015,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,,,11606278260,,,0
H4,2015,2015,2015,4,0,3,Re-Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,,,11602151521,,,0
H4,2015,2015,2015,4,0,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,66130996,,658781790,,,4
H4,2015,2015,2015,4,0,2,Export,348,Hungary,HUN,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,10612574,,238461654,,,4
H4,2015,2015,2015,4,0,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,55541,,2164396,,,4
H4,2015,2015,2015,4,0,2,Export,352,Iceland,ISL,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,414,,45050,,,4
H4,2015,2015,2015,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,8902994,,390014266,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,1566391,,190674836,,,0
H4,2015,2015,2015,4,0,4,Re-Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,677,,111287,,,0
H4,2015,2015,2015,4,0,1,Import,364,Iran,IRN,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,1699117,,23488595,,,2
H4,2015,2015,2015,4,0,2,Export,364,Iran,IRN,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,38978,,511547,,,2
H4,2015,2015,2015,4,0,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,2094673,,178871545,,,6
H4,2015,2015,2015,4,0,2,Export,372,Ireland,IRL,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,244859,,142925751,,,6
H4,2015,2015,2015,4,0,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,,,192753000,,,0
H4,2015,2015,2015,4,0,2,Export,376,Israel,ISR,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,,,107955000,,,0
H4,2015,2015,2015,4,0,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,35067389,,849391849,,,6
H4,2015,2015,2015,4,0,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,0,,720647833,,,6
H4,2015,2015,2015,4,0,3,Re-Export,381,Italy,ITA,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,0,,825170,,,0
H4,2015,2015,2015,4,0,4,Re-Import,381,Italy,ITA,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",8,Weight in kilograms,6924,,,,6924,,3032901,,,0
H4,2015,2015,2015,4,0,1,Import,384,Côte d'Ivoire,CIV,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,257164,,2080379,,,2
H4,2015,2015,2015,4,0,2,Export,384,Côte d'Ivoire,CIV,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,568,,30108,,,2
H4,2015,2015,2015,4,0,1,Import,388,Jamaica,JAM,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,932051,,10316729,,,0
H4,2015,2015,2015,4,0,2,Export,388,Jamaica,JAM,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,65,,10206,,,0
H4,2015,2015,2015,4,0,3,Re-Export,388,Jamaica,JAM,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,65,,10206,,,0
H4,2015,2015,2015,4,0,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,,,7581871887,,,0
H4,2015,2015,2015,4,0,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,,,8420381887,,,0
H4,2015,2015,2015,4,0,1,Import,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,1591917,,12007912,,,4
H4,2015,2015,2015,4,0,2,Export,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,3842,,4579780,,,4
H4,2015,2015,2015,4,0,1,Import,400,Jordan,JOR,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,13523725,,110260725,,,0
H4,2015,2015,2015,4,0,2,Export,400,Jordan,JOR,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,488205,,2851819,,,0
H4,2015,2015,2015,4,0,3,Re-Export,400,Jordan,JOR,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,136012,,666286,,,0
H4,2015,2015,2015,4,0,1,Import,404,Kenya,KEN,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,2774084,,15931868,,,4
H4,2015,2015,2015,4,0,2,Export,404,Kenya,KEN,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,443836,,3511282,,,4
H4,2015,2015,2015,4,0,1,Import,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,49124867,,4381241512,,,4
H4,2015,2015,2015,4,0,2,Export,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,129023419,,5139095366,,,4
H4,2015,2015,2015,4,0,1,Import,414,Kuwait,KWT,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,,,17102033,,,6
H4,2015,2015,2015,4,0,2,Export,414,Kuwait,KWT,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,2025,,15244,,,0
H4,2015,2015,2015,4,0,3,Re-Export,414,Kuwait,KWT,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,2025,,15244,,,0
H4,2015,2015,2015,4,0,1,Import,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,99844,,502178,,,4
H4,2015,2015,2015,4,0,2,Export,417,Kyrgyzstan,KGZ,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,21,,19139,,,0
H4,2015,2015,2015,4,0,1,Import,418,Lao People's Dem. Rep.,LAO,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,,,28176,,,0
H4,2015,2015,2015,4,0,2,Export,418,Lao People's Dem. Rep.,LAO,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,7463,,1757698,,,4
H4,2015,2015,2015,4,0,1,Import,422,Lebanon,LBN,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,310867,,3045489,,,6
H4,2015,2015,2015,4,0,2,Export,422,Lebanon,LBN,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,73,,6563,,,2
H4,2015,2015,2015,4,0,1,Import,426,Lesotho,LSO,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,7568,,176954,,,2
H4,2015,2015,2015,4,0,2,Export,426,Lesotho,LSO,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,1,,34,,,2
H4,2015,2015,2015,4,0,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,121182,,25613276,,,6
H4,2015,2015,2015,4,0,2,Export,428,Latvia,LVA,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,27832,,20546863,,,6
H4,2015,2015,2015,4,0,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,217425,,35718048,,,0
H4,2015,2015,2015,4,0,2,Export,440,Lithuania,LTU,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,1480565,,45237760,,,0
H4,2015,2015,2015,4,0,1,Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,4527127,,42481289,,,4
H4,2015,2015,2015,4,0,2,Export,442,Luxembourg,LUX,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,2819025,,37127571,,,0
H4,2015,2015,2015,4,0,3,Re-Export,442,Luxembourg,LUX,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,47,,1450,,,0
H4,2015,2015,2015,4,0,4,Re-Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,27,,19094,,,0
H4,2015,2015,2015,4,0,1,Import,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,56397,,5475643,,,0
H4,2015,2015,2015,4,0,2,Export,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,41254,,257860,,,0
H4,2015,2015,2015,4,0,3,Re-Export,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,41254,,257860,,,0
H4,2015,2015,2015,4,0,1,Import,450,Madagascar,MDG,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,2439927,,14434683,,,0
H4,2015,2015,2015,4,0,2,Export,450,Madagascar,MDG,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,2954,,25997,,,0
H4,2015,2015,2015,4,0,3,Re-Export,450,Madagascar,MDG,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,35,,2770,,,0
H4,2015,2015,2015,4,0,1,Import,454,Malawi,MWI,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,485172,,2707110,,,0
H4,2015,2015,2015,4,0,1,Import,458,Malaysia,MYS,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,,,3853101492,,,0
H4,2015,2015,2015,4,0,2,Export,458,Malaysia,MYS,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,,,8055642288,,,0
H4,2015,2015,2015,4,0,4,Re-Import,458,Malaysia,MYS,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,210,,289979,,,0
H4,2015,2015,2015,4,0,1,Import,462,Maldives,MDV,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,,,5217243,,,0
H4,2015,2015,2015,4,0,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,2039859,,75816607,,,0
H4,2015,2015,2015,4,0,2,Export,470,Malta,MLT,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,205358,,223636487,,,0
H4,2015,2015,2015,4,0,1,Import,480,Mauritius,MUS,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,,,880221,,,0
H4,2015,2015,2015,4,0,2,Export,480,Mauritius,MUS,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,,,166740,,,0
H4,2015,2015,2015,4,0,3,Re-Export,480,Mauritius,MUS,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,,,166740,,,0
H4,2015,2015,2015,4,0,1,Import,484,Mexico,MEX,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,,,3331201963,,,0
H4,2015,2015,2015,4,0,2,Export,484,Mexico,MEX,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,,,1234681486,,,6
H4,2015,2015,2015,4,0,1,Import,490,"Other Asia, nes",,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,16418738,,2827734462,,,4
H4,2015,2015,2015,4,0,2,Export,490,"Other Asia, nes",,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,108177077,,8382281615,,,4
H4,2015,2015,2015,4,0,1,Import,496,Mongolia,MNG,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,42303,,1278973,,,0
H4,2015,2015,2015,4,0,2,Export,496,Mongolia,MNG,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,182559,,2474506,,,0
H4,2015,2015,2015,4,0,3,Re-Export,496,Mongolia,MNG,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,1,,7,,,0
H4,2015,2015,2015,4,0,1,Import,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,,,2189051,,,0
H4,2015,2015,2015,4,0,2,Export,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,1387,,54021,,,4
H4,2015,2015,2015,4,0,3,Re-Export,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,1382,,53829,,,4
H4,2015,2015,2015,4,0,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,61507,,889682,,,0
H4,2015,2015,2015,4,0,2,Export,499,Montenegro,MNE,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,,,,,2,,115,,,0
H4,2015,2015,2015,4,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",1,No Quantity,0,,,,3217717,,274078645,,,2
